id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
90160,43655,1,"Don't skip out on the breakfasts! They will serve you whenever you are up so it's not a rush.

And definitely arrange for a dinner one night. I believe you have to tell them in advance, but it's affordable and excellent.",helpful
90167,43658,1,"I would recommend this hotel, for people who are familiar with Paris and want a quieter area to stay. Very close to the Eiffel Tower and extremely friendly and helpful staff. ",Helpful.
90170,43659,0,"Bar gets very loud, if you don't like noise ask for a room above the 9th floor.",helpful
90175,43661,1,"Parking is limited, not clearly marked signage easy to drive past.",helpful
90182,43664,1,"Be sure to swim in the pool at night.  It is heated, with a steady waterfall.  But the view of Dallas is spectacular.  Also, the landscaping around the hotel is terrific with agave, hollywood juniper, grasses, etc.  It's very well done.  ",helpful
90191,43668,1,Parking is a bit of a pain. Be sure to valet; totally worth it!,helpful
90198,43671,1,Buy drinking water for your room. Nothing is free.,helpful
90203,43673,1,"Prendre un verre au bar de l'hôtel
Réserver avec tablet hôtels ",Helpful.
90206,43674,1,There's not a lot going IMMEDIATELY around the  hotel.  Take one of their bikes or drive to get to 6th street and more options.,helpful
90211,43676,1,Must do happy hour at the Oyster Bar!!!!!,helpful
90216,43678,1,"Probad el restaurante Momo, ¡Imprescindible!",helpful
90219,43679,1,"No lift so not suitable for small children.
Returned to room to find engineer working in bathroom before check out, without being asked.
Room condition overall tired and I need of tlc.
Watch out for hidden charges.
","Helpful, Negative, Negative, Negative."
90244,43691,1,"Rooms are small, so book two rooms if you have children. We stayed in the larges room and it was tight with the kids.",helpful
90247,43692,1,"Hotel très sympathique pour l'ambiance ""meatpacking"", la déco, mais il y a un vrai problème d'insonorisation. ",helpful
90256,43696,0,L'hôtel est très propre et la situation exceptionnelle rive gauche.,Helpful.
90261,43698,1,Definitely try this place out.,helpful
90264,43699,1,"It is definitely in a happening, noisy part of town... with thin walls -- so beware! Maybe ask for a room not facing the street? As a New Yorker I'm relatively used to the noise, but I'm not sure how those used to quiet would handle it. 

The shower opening into the room is kind of odd with the plastic curtain, but I didn't mind much. The beds were super big and comfortable. The breakfast area is fantastic with great food and open/sunny on the rooftop -- but get there early since it's a first-come-first-serve kind of situation. Also, take advantage of the bicycle situation!! ",Helpful.
90275,43704,1,Rooms facing the street are a bit noisy,helpful
90278,43705,1,"Find an independent source of information about Capadoccia and know a little about what you want to do before going.
If you can afford it, take the Royal Suite - it's really worth it.
There are good restaurants in Uskudar only a few minutes walk from the hotel - better than what the hotel itself offers (although their food is perfectly adequate)",Helpful.
90281,43706,1,The hotel is amazing and we would return but note that parking is a challenge. The hotel has no parking lot and the public lot across the street has restricted hours. We parked at the train station which is a 10 minute walk away; there are a few spots to park in front of the hotel for 30 min while you unload or load luggage.,Helpful.
90284,43707,0,metro/tube station is just around the corner and it's 10 minutes ride to the Old Town ,helpful
90299,43714,1,We were on the 12th floor great view and no noise issues.,helpful
90302,43715,1,Très bien! Nous reviendrons sûrement!,Helpful.
90305,43716,1,"The hotel is quite far from the actual city centre so unless you have business at the Plateau, I would look elsewhere.",helpful
90308,43717,1,"The lobby is loud at night due to all the events ACE has. So if you're looking for a good night's sleep, book a room on a higher floor.",helpful
90325,43725,1,"avoid this place at all costs... there are many other places where to stay in Madrid, and even of the location of this hotel is quite good, it is truly not a place I'd recommend!",helpful
90330,43727,1,Look for deals in the off season.,helpful
90343,43733,1,"DO have lunch at the Corner Room - it is not your normal hotel restaurant, but actually a lovely local gem!",helpful
90352,43737,1,Ask for a quiet room as you can quite well hear the traffic noise. ,helpful
90357,43739,1,instead of a big hotel choose this charming hotel,helpful
90360,43740,1,Don't go there,helpful
90369,43744,1,Take the bus from the airport for 30 kn per person and then the tram to the hotel for 15 kn per person.  It is considerably less than a cab and is very quick.,helpful
90378,43748,1,Never stay at any other hotel if you were to visit Amsterdam. ,helpful
90381,43749,1,All of the rooms are fabulous!  We stayed in a standard room with a partial sea view and the view was to die for!,helpful
90388,43752,1,"Rooms on the 11th to 13th floors are your best bet to avoid street noise. You will get bass booming from The Top of the Standard on these floors but it won't keep you from sleeping. For a more spacious room, but not by any means a large room, the Hudson Studio with its great views of the River is your best bet",Helpful.
90391,43753,0,"Would recommend staying in a room facing toward the back of the hotel - very quiet! Gallery Do is lovely. This hotel is not in the middle of downtown, but is an easy walk (10 minutes) to the train station. ",helpful
90394,43754,1,The bar at the top of The hotel has great views and wonderful decor.  ,helpful
90397,43755,1,look at all rates - for the same price different rates have different extras included.,helpful
90408,43760,1,Un Must a prix très correct. Que du positif,helpful
90411,43761,1,Evitez le lieu et louez un appartement.,helpful
90416,43763,1,Demander une chambre un peu éloignée de la piscine et du restaurant!,helpful
90423,43766,1,"I would recommend dining in Old Montreal vs St Laurent, if you are in for a more grown up evening, and also Milos restaurant still is the best!!",Helpful.
90426,43767,1,I would highly recommend the Park Hotel to any Amsterdam visitor - in fact I already recommended it to friends who are visiting the city later this year. It's a beautiful place with great service and the perfect location to explore the city.,helpful
90429,43768,1,"Be sure to ask for a room with a balcony. There is a lot of construction in Beirut; if you are noise sensitive, bring earplugs. Lastly, do not miss a chance to have a drink on the teeny patio in front of the Italian restaurant downstairs--it's a gem. ",helpful
90432,43769,1,have dinner at The Page and at The Gallery!,helpful
90435,43770,0,"A room on the ""inside"" is much quieter than one with a view!",helpful
90447,43776,1,"Take advantage of the $10 breakfast.  Fantastic bargain and great homemade food ... eggs, oatmeal, yogurt, granola, fruit, pastries, meats, cheese, juice and coffee.  You can't go wrong!",helpful
90450,43777,1,"Prendre la chambre atelier avec baignoire,
",helpful.
90457,43780,1,"Dont leave the hotel!  If you must leave- rent a small car to tackle the mountain traverses!
",helpful
90466,43784,1,"Go for the higher floors, and ask about the rooms with views.  Also, if you are a non smoker, make sure you let them know ahead of time, we got on a smoking floor, but the room was so nice they helped us spray it down with smoke odor remover and it eliminated the smells from our room for our stay.",helpful
90469,43785,1,MAKE SURE YOU HAVE BREAKFAST AT THE HOTEL. MAKE SURE YOU USE THE SPA.,helpful
90476,43788,1,The people were so great and friendly I want to give the Brown a better review - unfortunately the serious inadequacy of the room itself overwhelmed their otherwise fine hospitality.,helpful
90483,43791,1,"Concierge greets you upon arrival and sits you down with map of City and listens to what you have planned and makes suggestions and draws on the map. Many other tourists I ran into wanted to have my map!
Also, share all your travel info with them: tours, etc. They will help you with things you don't know you need help with.
The Wi-Fi is a lifesaver! 
Plan on leaving tips for door man, cleaning team, etc, as you will definitely feel the need to!
Ask the front desk any and all questions...they are so helpful!
Enjoy the large breakfast every morning!",Helpful.
90490,43794,1,"Remote, in this case, is very nice! ",helpful
90493,43795,1, Stay in town not your room.  Not a hotel to hang in... a hotel to leave your shopping bags in.  ,helpful
90496,43796,1,Bring a book and chill,helpful
90499,43797,1,Great place to have while you run into town to explore Rome and then easy access to the airport.  A repeat customer! ,helpful
90502,43798,1,Small rooms but a special place.  My spot of choice in Singapore! ,helpful
90505,43799,1,Enjoy as a great spot to travel around the city from.  ,helpful
90508,43800,1,bakery on corner best croissants ever!,helpful
90511,43801,1,Excellent location,helpful
90514,43802,1,"park your car  opposite the hotel instead at the Erwin, you save money, and they are friendlier.",helpful
90525,43807,1,"Great restaurants and bars around the corner at sixth and hope, and seventh and grand.  On the weekends this is a pretty noisy hotel. But that's kind of the point of it it's really social and lively, but not really the place to go for a quiet night sleep. ",Helpful.
90531,43810,1,"Have breakfast at ""European"". Left and left out of the hotel. ",Negative.
90534,43811,1,"The junior suite on the first floor faces right onto the street in front of Her Majesty's Theatre, so had to keep the shades drawn.",helpful
90537,43812,1,"If you want to save a little money food, I suggest going into town to La Sirena Gorda, Margarita's, Garrobos, Lety's or any other recommended places that you can find on Trip Advisor or the hotel concierge.",helpful
90542,43814,1,"Fifth floor is the highest you can get without having to interchange lifts, and is elevated enough to get away from the noise of the streets.",helpful
90545,43815,1,"Il ne faut pas croire les photos de l'hotel.  Cet hotel est petit, il est en ville et donne sur un jardin municipal avec des pins. Il n'est pas dans la forêt !!! ni au bord de la mer. On la voit des chambres mais c'est très au loin.",helpful
90552,43818,1,there are better hotels in New York. The hotel looks trendy but with 800+ rooms the service is horrible.,helpful
90563,43823,0,éviter à tout prix,helpful
90566,43824,1,"Enjoy the laid back design atmosphere and the amazing view - all very relaxing. But maybe go elsewhere for meals - there is much better than this, at the same prices, all over Barcelona.",helpful
90571,43826,1,Be prepared for an aging hotel in need of room upgrades and basic maintenance.,helpful
90574,43827,1,Enjoy your stay!,helpful
90577,43828,0,We had a giant poof in our room that took up too much space so we asked the staff to remove it,helpful
90580,43829,1,"Rooms are tiny (think Manhattan) but in good shape.  If you're going to Paris to be in Paris, rather than your hotel, this is a great choice.   There are some old photos of this hotel out there, I think it was remodeled about 18 months ago ... decor is fairly hip now.   Staff was very pleasant.",helpful
90583,43830,0,Do not expect business hotel ****star.,Negative.
90594,43835,1,Get the key to Gramercy Park and enjoy!,helpful
90597,43836,1,Stick to tapas bars that offer great food and wine at great prices. Local restaurants can be pricey.,helpful
90600,43837,1,Lange Reihe! Wunderbarer Stadtteil St. Georg mit Flair.,helpful
90603,43838,1,avoid lower floors that may feel a bit squeezed between buildings.  ,helpful
90608,43840,1,Take very comfy shoes. Florence had very cobbled streets which are best explored on foot. Riva lofts is just outside town on the left bank of the Arno so a reasonable walk into the main centre. But it's well worth it. You get to stay where the locals stay and the food is better here and less expensive than in the centre. There is also the tram which is easy to use and takes you to the train station from where its a shorter walk to the centre. ,Helpful.
90615,43843,1,Food is limited to the restaurant next door but tons of great places within a walk. ,helpful
90620,43845,1,Chambre très petite petit déjeuner très moyen ,helpful
90627,43848,1,do not take the 25$ breakfast,helpful
90632,43850,1,Disfrutar cada rincón.,helpful
90637,43852,1,take advantage of the consierge services,helpful
90640,43853,1,rooms are a little odd- floors are black and it can be dark (althought lighting is excellent),helpful
90645,43855,1,"If location near the Vatican is important to you, this is a good choice.  Otherwise, my wife and I will try one of the many boutique hotels in downtown Rome on our next trip here.

Gran Melia is a good option, not an exceptional one.",helpful
90656,43860,1,"I was dissapointed by the rooms in general. The pictures on Tablet looked much much better than the rooms actually were. I wont stay here next time, there are much better hotels in London for the same price. ",helpful
90669,43866,1,This hotel is more like a 3.5 star.,helpful
90672,43867,1,"I have stayed here many times over the years and I am impressed how this hotel has continued to evolve over time.  It is always refreshing and improving. Thats impressive. Also, the location feels very residential and peaceful. Its a wonderful oasis and allows you to experience Tribeca as a resident does.",Helpful.
90679,43870,1,"There is a mosque down the street, so the call to prayer can be a pain at 5 in the morning. That said, there are so many mosques in Istanbul, it' s hard to avoid the call to prayer.",Helpful.
90688,43874,1,Try the breakfast and the cocktails,helpful
90691,43875,1,"Las habitaciónes son más pequeñas de lo esperado, adicional el restaurante está generalmente lleno, es buena idea reservar.",helpful
90698,43878,1,"It is a little tugged away in a small back street of the Medina, but don't be deterred. It is great to be a bit removed from the bustle. It's a great respite. ",Helpful.
90711,43884,1,The street is one-way at the hotel...so make sure you use St. Francis-Xaiver as the cross street when communicating with cab drivers.  ,helpful
90720,43888,1,Be sure to use the safe for valuables at all times,helpful
90727,43891,1,"Great location, no casino",helpful
90730,43892,1,My friend and I traveled together. It was nice to have an option for our own rooms. I don't often see that as an option for European hotels.,helpful
90739,43896,1,"This hotel belongs in Vegas not Beverly Hills.
Rooms have no warmth to them. Design of rooms and interior spaces confused.
Feels like a down market student party hotel.",Negative.
90746,43899,1,"Reserve here in London, perfect combination of style and budget.",helpful
90749,43900,1,Don't miss the bar on the top floor!,helpful
90752,43901,1,Good enough for NY.,helpful
90755,43902,1,The hotel runs shuttles at 12 and 7 into the city center so don't be worried about the slight distance. A taxi costs 20 pesos if you want to avoid the shuttle.,helpful
90764,43906,0,Good hotel if it was in an urban european city... But NOT in Bangkok!!! where there are so many amazing hotels with even more amazing service!,Negative.
90767,43907,1,visiter votre chambre et vue sur mer OBLIGATOIRE!,helpful
90776,43911,1,Great location and good value.  The concierge was helpful.  ,helpful
90779,43912,1,Count your lucky stars you get to stay here,helpful
90788,43916,1,"Some rooms have small balconies and some don't so it might be worth asking for that.
It is very dark in the corridors.
The pool is really a plunge pool only but would be good to sit in during hot weather ( it was unseasonably cold for us ) 
Take care planning where you gout if you are there on a Sunday. ","Helpful. 

Negative. 

Helpful. 

Helpful."
90797,43920,1,"Be aware that there is no restaurant, so you may find yourself vying with other guests for seats in the lounge area in order to have breakfast.",helpful
90800,43921,1,"no joke, the rooms are tiny",helpful
90803,43922,1,Make sure you book a room upstairs.,helpful
90812,43926,1,"We enjoyed our stay, but certainly glad we weren't there for more than two nights. It just fell a little short, perhaps my expectations were that it would have been slightly better, just slightly, but for me that would have made all of the difference. As always just shop around & find what's right for you.",helpful
90815,43927,1,"For the price, there are better accomodations in paris",helpful
90818,43928,1,"I'd stay again because I like the price, location, atmosphere and rooms.  However, request a higher floor or face a different side.",helpful
90825,43931,1,don;t miss the breakfast.,helpful
90830,43933,1,"Ask if there is an event at hotel - so prepared(I had to fight my way into hotel at crux of event and get past rope...)
the snack pepitas at bar are addictive;
the subway is close by as is the main park with several great museums",Helpful.
90833,43934,1,Great room - do book if you are looking for a bit of extra luxury. Close to Colosseum. ,helpful
90836,43935,1,Do upgrade if you can  - this is a moment of complete luxury in busy Paris. Both breakfast and Dinner (at Alain Ducasse) were fantastic. ,helpful
90839,43936,1,"- éviter le week-end du mémorial day... malgré un south beach différent de la normale, le séjour à l'hôtel était toujours aussi agréable",helpful
90842,43937,1,"Location is quite far from city centre although easily accessible on metro, the nearest station is very close to the hotel. Dine at Els Pescadors in Poblenou - a lovely fish restaurant.",helpful
90849,43940,1,"Do not be fooled by the pool, it is tiny.",helpful
90852,43941,1,"A éviter absolument, la pire adresse au monde",Negative.
90855,43942,1,It's worth hiring a moped or car. You might want to pop to nearby Gulluk for dinner and the taxi both ways is a little pricey. The trip is only ten minutes. Also - get a room with a view - higher is better...,helpful
90862,43945,1,"Book Sofitel Berlin Gendarmenmarkt instead. 
Fantastic hotel. We got room upgrade for free and bottle of champagne.  ",Helpful.
90865,43946,1,We stayed in the PIXIGUINHA room and loved it. We preferred it to the HEITOR VILLA-LOBOS room because of more space and a shower,Helpful.
90868,43947,1,"do not order bkfast in room.  downstairs is OK, upstairs is really bad.
corner rooms are a little noisy but really nice (313, 413, 513)",helpful
90875,43950,1,"Talk with Maria about what you'd like to do in Queenstown BEFORE you see your room...otherwise, you'll never want to leave the hotel! Have her connect you with Malcolm at Black for a perfect private tour to awesome wineries off the beaten path.",helpful
90878,43951,1,"The hotel grounds itself is worth exploring and spending time at - beautiful and huge gardens, a private beach with a beach house, cliffs overlooking the sea etc.",helpful
90887,43955,1,"Enjoy, enjoy",helpful
90892,43957,1,Stay somewhere else. The views were amazing from our room and the room it self was fine but at these prices- I'd find another hotel.,helpful
90903,43962,1,Walk carefully avoiding steep hills. Trolley pulls up very close to this hotel.,helpful
90924,43972,0,"Eviter cet hotel. Ma chambre était minuscule, la douche hors d'usage, la propreté très limite et l'insonorisation inexistante. ",helpful
90933,43976,1,"The hotel isn't on the beach, it's a couple of blocks away. The immediate area has a lot of noisy, hilariously tacky bars, but that's apparently the main appeal of this resort. The hotel would be perfect if it was in Tulum, and on the ocean. But for where it is, it's great value and well designed. ",Helpful.
90936,43977,1,The rooftop bar is not to be missed!,helpful
90939,43978,1,"If you stay here, and want to spend time in Tulum, you need a hire car. The taxis are terrifying (we had one where the rear passenger door wouldn't close, and the seatbelts didn't work - the driver then did 90mph, swerving as he texted!) and it's a long way from anything. ",Helpful.
90946,43981,1,"It's a bit of a distance from the city, not walkable, but the tram is nearby, cabs aren't much, else of course there's bicycles.",helpful
90951,43983,1,Open a hotel in Venice - the area deserves a better flag bearer than this.,helpful
90954,43984,1,"You can do better than the Zetter! The Town Hall is much better designed, with rooms literally three times the size, and a pair of wonderful restaurants. The trade off is the service and location aren't great. Nearer the Zetter the Rookery has a bit more charm. Else Shoreditch House has equally tiny rooms that are fresher, and better amenities via the club. ",Helpful.
90959,43986,1,great location and great service.,helpful
90964,43988,0,Quirky but extremely relaxing hotel!,helpful
90969,43990,1,book a room high up so you get the view. ,helpful
90972,43991,1,Unbedingt hingehen.,helpful
90979,43994,1,"Their room descriptions are misleading.  What they call a ""comfy king"" room is actually their standard room: a cracker box with no windows and a glass door in the corner for your only light.  If you attempt to use the door to go out on the balcony, be careful.  It is partially blocked by furnithre.",Helpful.
90982,43995,1,"definitely have a drink in the evening watching the port activity

and walk to the old city area, great for exploring on foot",helpful
90989,43998,1,Drop by Cibeles Palace for a drink on the 6th floor terrace. Nice view. ,helpful
90992,43999,1,Un poco chicas las habitaciones ,helpful
90995,44000,1,Si quieren pasar la noche en la casa embrujada ese es el lugar,helpful
90998,44001,1,Excelente,Helpful.
91005,44004,1,"Don't drive your own car to the hotel, if can be avoided.",helpful
91008,44005,1,"Try to get a harbour view room, and make sure you include breakfast and a meal at Above and Beyond restaurant ",helpful
91019,44010,1,"Stay in the resort and don't bother to try other dining options, even though the restaurant is expensive it is not any cheaper outside and the quality is not as good. ",helpful
91022,44011,0,"AVOID ROOM 33!!!!!!
The bedhead is adjacent to a wall that joins the flushing toilet of the room next door (34)....an interior design mistake!",Helpful.
91041,44020,1,Have a great time,Helpful.
91050,44024,1,No dvd player or pay per view service,helpful
91053,44025,1,Take advantage of the buses. Many have large windows and give you a good view of the city.,helpful
91056,44026,1,"Take advantage as much as possible of the onsite facilities, shopping, services, etc.",helpful
91061,44028,1,Internet in the room costs extra but you get an hour free at the lobby. ,helpful
91068,44031,1,"The rooms here are TINY! (Well at least my room was) I couldn't put my suitcase on the ground. Also the room was very dark, they cover the windows with heavy blinds and drapes. Also the room was very noisy, there wasn't much insulation between floors and other rooms so I could hear what was going on around me. The staff were very nice though.",helpful
91075,44034,1,Try not to get a room near the gym  - can be quite noisy when guests drop weights on the floor constantly,helpful
91078,44035,1,Make sure to take the address of the hotel with you when you leave because the taxi drivers have never heard of the hotel and it isn't on their GPS system.   ,helpful
91083,44037,1,profitez de la piscine incroyable. ,helpful
91086,44038,0,"Bar is only for over 21s, no where to really relax if children are below this age.",helpful
91089,44039,1,Make it clear this is an apartment hotel with no room service facilities.,helpful
91094,44041,1,Rooms facing canal can be a bit bright at night due to hotel's facade lighting.,helpful
91097,44042,1,There are no signs pointing to the hotel.  Don't expect a grand room but a pleasant one (if you like antiques including the bed).  ,helpful
91104,44045,1,Great spot for a two night getaway.,helpful
91107,44046,1,for only about 25 dollars more the Junior suite is a super deal over the regular room and has a balcony and a giant jacuzzi tub.,helpful
91114,44049,1,Highly recommended.,helpful
91119,44051,1,"Have patience when accessing your room; they like to describe everything in the room in the minutest of detail.  It didn't bother me, but some might find it annoying. if you might, let yourself into your room! ",Helpful.
91122,44052,1,Treat yourself it is a wonderful hotel.  From the moment you get picked up at the airport to the very sad moment of getting dropped off at the airport.,Helpful.
91125,44053,1,"Rooms on the higher floors near the lift shaft
will experience noise from the pool area at night. It's very loud. I was on the 12th floor, and it boomed down the shaft. Room 1202, round the corner was perfectly peaceful...apart from the building work out back first thing...but that's not the hotels fault, and it didn't cause any concern.",helpful
91132,44056,1,Make sure to press them for your Tablet Plus amenities!,helpful
91141,44060,1,The rooms are very small,helpful
91146,44062,1,Ask for restaurant recommendations away from the tourist traps on Montparnasse - there were great restaurants extremely close by but you would not necessarily find them unguided. ,helpful
91153,44065,1,boring dull area if you go to paris frequently stay elswhere...,Negative.
91156,44066,1,take advantage of concierge service,helpful
91175,44075,1,Please wear the provided slippers when you are in your room and respect quiet times.,helpful
91180,44077,1,"Be sure to take advantage of the afternoon wine and snacks on the rooftop terrace with a great view of the Spanish Steps, relaxing and fun.  The breakfast served up on the same terrace is also wonderful!",helpful
91185,44079,1,"Instead of uses the hotel's beach club (Neptune), go next door to the Blue Beach.  The service is 10x better, as well as better food.  

",Helpful.
91192,44082,0,Никогда не останавливаться в этом отеле.,Negative.
91195,44083,0,Всегда останавливаться в этом отеле в Стокгольме.,helpful
91198,44084,0,Рекомендую останавливаться в этом отеле.,helpful
91205,44087,1,Ask for tent #4 which over looks the watering hole and prepar eto be amazed by the animal procession. ,helpful
91222,44095,1,There is another hotel in Tiburon.,helpful
91225,44096,1,Small restaurant directly across the street is excellent.,helpful
91230,44098,1,Get specific directions before going there.  Our taxi driver was quite confused and dropped us off blocks away from the hotel. ,Helpful.
91233,44099,1,"Be aware the hotel has no bar.

Be aware it is very private - only seven rooms.

Very nice; however, if you're looking for a party scene, this is not the place.",helpful
91236,44100,1,Choose another hotel.  This place is too loud and needs to decide if it wants to be a club or a hotel.,helpful
91245,44104,1,"Ask for the house staffs for advices, transport, sight seeing, places etc. They are very helpful and useful.",helpful
91254,44108,1,"Check out the upstairs verandah for drinks, go for the Patrick Robert house tour, have them make fresh fried rice with prawns for lunch or dinner, have a massage, enjoy the pool and gardens.",helpful
91267,44114,1,Make sure you get a reasonably sized room!,helpful
91270,44115,1,Wouldn't stay again as I don't think it is worth it and the standard has dropped recently. But it still has its charms: the rooftop bar is worth visiting.,helpful
91273,44116,1,"If you're looking for a well-priced, well-located, simple and convenient hotel, this is it.",helpful
91278,44118,1,Be sure and get a room with at least a transom window ,helpful
91285,44121,0,If you book a room with a long terrace on the first floor ask for one away from the nighttime terrace restaurant which can be noisy in the afternoons as the staff is setting up and then obviously when the meal is in progress.,helpful
91288,44122,1,Take a private tour with the hotel's guide Wayan Sausta.,helpful
91307,44131,1,room 1810 is very spacious....,helpful
91310,44132,1,"Perfect location for the Rijksmuseum and Van Gogh and Stedelijk museums, the Vondelpark and the fancy shopping areas. Rooms and hallways are very small, making it feel a bit claustrophobic, but the downstairs area is great and very comfortable for relaxing.",helpful
91315,44134,1,Enjoy!,helpful
91326,44139,1,"great location, other hotels offer better value for money",helpful
91329,44140,1,stay here if you can..and get a junior suit or a suit,Helpful.
91332,44141,1,"This is a party hotel, don't come expecting a quiet experience, people come to this hotel to party",helpful
91341,44145,1,"Cafe Brandon which is across the canal and on a corner to the right (Keizersgracht and Leliegracht) is wonderful.  It was closed for 17 years over a dispute and then reopened as a timewarp version of itself.  Great for a coffee or casual beer in the evening.
Quickest and cheapest way to get to the Rijksmuseum, Van Gough Museum and Stedelijk Museum, is to walk east along Leliegracht and continue straight(ish) to Nieuwezijds Voorburgwal then take a No 2 or No 5 tram in the opposite direction to Centraal Station.",Helpful.
91344,44146,1,An easy walk from South Kensington Tube Station (even with luggage) if you catch public transport or a cab from Paddington (Heathrow Express Terminal) is quick and cheap and a nice route through Hyde Park.,helpful
91349,44148,1,"Get tea delivered to your room, they bring it on a beautiful silver platter with all the flair you would expect from an English tea service. 

",helpful
91354,44150,1,I would try the hotel directly behind which looked more inviting and welcoming.,helpful
91357,44151,1,Tem que ter disposição para subir a pé até o Hotel. O carro fica embaixo na vila.,helpful
91364,44154,1,"Walking tour of Granada great but forget about flamenco tour in the Gypsy quarter at night.
The tour  at 30 is a rip off. They pack so many in your cannot see dancers feet and dancers are bored.",Negative.
91367,44155,1,Ask hotel for recommended eating places...all were great.,helpful
91370,44156,1,Go to the Hamman,Helpful.
91373,44157,1,"Although the address is Cadiz it is an hours drive ,taxi, from the main station. Approx 60 euros.
Small town and it would be best if you had your own transport for side trips.
 We managed for 4 days using taxis and the bus.",Helpful.
91376,44158,1,"Rooms are small and shower access over bath is difficult.
Breakfast very expensive and we found a great organic patisserie 5 minutes walk away for less than half the hotels cost with great atmosphere.",helpful
91383,44161,1,Get a seaside room with a view a/o balcony. Gorgeous sunsets over the water!,helpful
91388,44163,1,"If you need event tickets or any other reservations do these independently of the hotel. We got tickets for the Moscow State Circus and they added close to a 50% mark up to the price.

Eat out. If you don't want to go far there are plenty of good spots within a 10 minute walk.",Helpful.
91393,44165,1,"Hotel under new management. Use to be JDV.

New GM, Dieter, seems very nice and thankfully has kept the Staff in place.

If you stay on the 5th floor be aware there is music over your head at night at the rooftop bar. But never too noisy.",helpful
91396,44166,1,"Skip the nightclub downstairs. Full of sleazy types looking to prey on tourists. There are better more authentic clubs out in the city.

Balconies are treacherous if it rains! Impossible to stand on safely, be carful.",Helpful.
91409,44172,1,More of cool bed & breakfast than a hotel.,helpful
91414,44174,1,"I have photographed in the rough parts of Naples and Palermo without incident. 100 yards from the hotel my camera was grabbed by a thief ...as i was taking a photograph! There are drunks and drug addicts close by. Be careful, especially at night.",Helpful.
91419,44176,1,Book elsewhere. I have stayed in over 20 hotels in NYC and this ranks amongst the worst. With these facilities it should be charging a lot less,Negative.
91422,44177,1,Book elsewhere,Negative.
91429,44180,1,"room 108 has a huge terrace , bit overpriced ",helpful
91432,44181,1,rooms are small get a deluxe or more bigger rooms if you are 2 in one room,helpful
91441,44185,1,beware small rooms,helpful
91458,44193,1,Nobu!,"The comment is not helpful or negative, but it is also not a complete sentence and does not provide any context."
91461,44194,1,"Walk up to Elizabeth and Mott Streets for shopping, dinner, and drinks - nicer and less crowded than Soho",helpful
91464,44195,1,"Great for a business trip - close to midtown and easy to get a taxi. Rooms are very dark - bathroom is tiny and counters are non-existent - fine for business, but might make staying with your partner a chore. ",Helpful.
91475,44200,1,Stay at the other Thompson properties in the city they're lovely. ,helpful
91478,44201,1,"Eat out on the patio or the roof when the weather permits, it's dreamy. ",helpful
91481,44202,1,"Ask for one of the rooms on the top floor, they have enchanting views of the sky as it rolls by and they're very quiet. ",helpful
91484,44203,1,Ask for a room higher up and facing away from the other buildings that way you'll get an amazing view. ,helpful
91493,44207,1,Request room not adjacent to street ( noise),helpful
91502,44211,1,"The concierge staff were top of the line - be sure to email them in advance to assist with reservations.  

Chez Boris a few streets north and east is a terrific brasserie with wonderful service.  Not at all touristy.

Treat yourself to lunch at Guy Savoy, a short cab drive from the hotel.  ",Helpful.
91505,44212,1,A room facing into the courtyard would reduce street traffic.,helpful
91516,44217,1,Higher rooms give better views and less street noise. ,helpful
91519,44218,1,Add an extra day to your trip and enjoy Loft 523!,helpful
91524,44220,1,"If location is critical, this is the spot.  Otherwise, you can do better.",helpful
91529,44222,1,"The suite is more than enough room for a family with a child, large bed, couch, great lighting, faces quiet tree lined street. Pull out couch actually comfortable. 

The slate shower and full tub were amazing as well. Certainly worth the upgrade. ",Helpful.
91532,44223,1,do not stay there very poor hotel and way overpriced for quality of rooms,Negative.
91537,44225,1,The regular rooms in the main hotel would have been just as wonderful as the little house that we took.  The ocean views would have been as good.  Our room was very large and we really didn't need to spend the extra money for it.  The hotel is so lovely in every area.  ,helpful
91540,44226,1,"1) No one told us that the sea was a short walk down the road.  We heard from other guests; however, we were just checking out and were unable to go.  I suppose we should have asked the front desk.  On the map the hotel seems far away from the shore.
2) Tablet may wish to include a warning that the ferry service schedule is not accurate on its website.  From Canada we read that there was a ferry from St. Malo France every day.  However, we learned while at our hotel in Paris (great front desk staff at the Hidden Hotel by the way) that this was not so.  We had to cancel our last night at Bella Luce and were lucky that the management did not charge us for that night.  We thanked them and they were gracious in complying with our request.  
For the record, we were Bella Luce's first 'Tablet' guests and we were told that they were excited to be on board with you. ",Helpful.
91545,44228,1,Get a room with an operable transom...or a suite...most rooms have no exterior windows and can be stuffy.,helpful
91550,44230,1,"Becomes a bit of a night club in the evening so be prepared, but rooms were generally quiet",helpful
91559,44234,0,"If you want to be near Vatican City, this hotel has a great location and is also near the Metro. Otherwise, look elsewhere.",helpful
91562,44235,1,"Excellent restaurant à l'hôtel, Le Panache.  Les suites sont magnifiques et les chambres ""luxe"", très belles et confortables.
Plusieurs excellents restaurants à distance de marche et une excellente promenade à faire sur le bord du fleuve, de l'autre côté de la rue...",helpful
91565,44236,1,"If you see a good price, grab it!",helpful
91568,44237,1,Take an iron if you are going to need one!,helpful
91571,44238,1,"Les Spas Casitas sont très agréables et près du restaurant, de la piscine et du spa.
",Helpful.
